ID,Word,Meaning,Etymology,Derived
1121,exaggerate,(を)誇張する；を強調する,ex(強意) + aggerare(積み上げる) → 話を大げさに積み増す,exaggeration(誇張)
1122,accuse,を非難する；を告訴する,ad(〜へ) + causa(訴訟・理由) → 罪や理由を問うて非難する,accusation(告発・非難)
1123,vanish,消える,evanoscere(消え去る)が語源 → 姿形が完全に見えなくなる,
1124,polish,を磨く；を洗練させる,polire(滑らかにする)が語源,polisher(研磨機)
1125,wipe,を拭く；を拭き取る；を消し去る,wipian(拭く)が語源,wiper(ワイパー)
1126,sweep,(を)掃く；を一掃する；さっと通過する,swapan(掃く)が語源,sweeper(清掃人・掃くもの)
1127,mislead,を誤解させる，欺く；(人)を間違った方向に導く,mis(誤って) + lead(導く),misleading(紛らわしい)
1128,spoil,を台無しにする；を甘やかす；だめになる,spolia(奪い取った戦利品) → ぶち壊して台無しにする,spoiler(台無しにするもの)
1129,compound,を悪化させる；を合成する；を混合する,com(共に) + ponere(置く) → 混ぜ合わせる・重なって複雑化する,
1130,explode,爆発する；急増する；を論破する,ex(外へ) + plaudere(手を叩く) → 激しい音とともに破裂する,explosion(爆発) / explosive(爆発性の)
1131,disgust,をむかつかせる；に愛想を尽かせる,dis(逆) + gustus(味・好み) → 嫌悪感を抱かせる,disgusting(不快な) / disgusted(嫌気がさした)
1132,commute,通勤［通学］する,com(共に) + mutare(交換する) → 定期券で往復を交換して通う,commuter(通勤者)
1133,decorate,を装飾する,decus(美・誉れ) + ate → 美しく飾り付ける,decoration(装飾) / decorative(装飾的な)
1134,postpone,を延期する,post(後ろに) + ponere(置く) → 日時を後ろにずらす,postponement(延期)
1135,cease,をやめる；終わる,cessare(停止する)が語源,ceaseless(絶え間ない)
1136,compromise,妥協する；を危うくする,com(共に) + promittere(約束する) → お互いに譲歩し合って約束する,
1137,elect,を選出する,e(外へ) + legere(選ぶ) → 選び出す,election(選挙) / elective(選択の)
1138,extract,を取り［搾り］出す；を抜粋する,ex(外へ) + trahere(引く) → 引っ張り出す・抽出する,extraction(抽出)
1139,inherit,を受け継ぐ；を相続する,in(の中に) + heres(相続人) → 相続人として受け継ぐ,inheritance(相続・遺産)
1140,rear,(人・動物・植物)を育てる,raeran(起こす・育てる)が語源,
1141,empathy,感情移入，共感,en(の中に) + pathos(感情) → 相手の感情の中に入り込むこと,empathize(共感する) / empathetic(共感できる)
1142,cue,合図；手がかり；(次の演技の)キュー,q(quando:いつ)の略称から指示の合図,
1143,enterprise,企業，事業；企画；進取の気性,entre(間に) + prendre(取る) → 参入して着手する事業,enterprising(進取の気性に富む)
1144,output,生産(高)；出力；排出(量),out(外へ) + put(置く),
1145,congress,(米国などの)議会；会議,con(共に) + gradi(歩む) → 集まって協議する場,congressional(議会の) / congressman(国会議員)
1146,millennium,千年間，千年紀,mille(千) + annus(年) → 千年という期間,millennial(ミレニアル世代の)
1147,mankind,人類,man(人間) + kind(種類),
1148,Muslim,イスラム教徒,aslama(服従した)が語源 → 神に服従する人,
1149,estate,(動産・不動産などの)財産；私有地,stare(立つ・状態) → 所有する資産・地位,
1150,landmine,地雷,land(土地) + mine(鉱山・爆弾),
1151,caution,用心；警告,cavere(気をつける) + tion → 気をつけること,cautious(慎重な) / cautiously(慎重に)
1152,controversy,論争,contro(向かい合って) + vertere(向ける) → 互いに反対意見をぶつけ合う論争,controversial(物議を醸す)
1153,consensus,総意；(意見の)一致,con(共に) + sentire(感じる) → 皆が同じように感じて一致する,
1154,retail,小売り,re(再び) + tailler(切る) → 小さく切り分けて売ること,retailer(小売業者)
1155,fiber,繊維(質)；本質；精神力,fibra(糸・繊維)が語源,fibrous(繊維質の)
1156,scent,(よい)香り；香水,sentire(感じる) → 感覚で察知する良い匂い,scented(香りのついた)
1157,beverage,(水以外の)飲み物，飲料,bibere(飲む) → 喉を潤す飲料,
1158,supplement,栄養補助剤，サプリメント；補足,sub(下に) + plere(満たす) → 不足分を補って満たすもの,supplementary(補足の)
1159,diabetes,糖尿病,dia(通って) + bainein(行く) → 多尿を伴う病気,diabetic(糖尿病の)
1160,province,州，省；〔the ～s〕地方；分野,pro(前に) + vincere(征服する) → 支配下に置いた領域,provincial(地方の)
1161,reef,(岩や砂の)礁；暗礁,rif(うね・礁)が語源,
1162,microbe,微生物；細菌,micros(小さい) + bios(生命) → 極小の生命体,microbial(微生物の)
1163,excess,過剰，超過,ex(外へ) + cedere(行く) → 限度を超えて余っていること,excessive(過度の) / excessively(過度に)
1164,gallery,美術館，画廊；観客，ギャラリー；回廊,galeria(回廊)が語源 → 展示が並ぶ回廊,
1165,fame,名声,fari(話す) → 人々の間で広く語られること,famous(有名な)
1166,deadline,締め切り,dead(死の) + line(線) → 超えてはならない限界線,
1167,undergraduate,学部学生,under(〜の下の) + graduate(卒業生) → まだ学位を得ていない学生,
1168,slavery,奴隷制度；苦役,slave(奴隷) + ry → 奴隷としての状態・制度,slave(奴隷)
1169,prey,獲物；犠牲者,praehendere(捕らえる) → 捕らえられた生き物,
1170,mess,散らかった状態［物］；混乱状態,mittere(送る・配給食) → 散らかってぐちゃぐちゃな状態,messy(散らかった)
1171,recession,不況；後退,re(後ろへ) + cedere(行く) + ion → 景気が後退すること,recess(休憩)
1172,retreat,後退，退却；(計画・決定などの)撤回,re(後ろへ) + trahere(引く) → 後ろへ引き下がること,
1173,grave,墓；〔通例the ～〕死,grafan(掘る) → 穴を掘って埋める場所,
1174,column,コラム；(新聞などの)欄；円柱；(縦)列,columen(高いもの・柱)が語源,columnist(コラムニスト)
1175,scenery,〔集合的に〕景色；背景,scena(舞台の背景) → 目に映る景色全体,scenic(風光明媚な)
1176,plot,(小説などの)筋；陰謀,plot(区画・小さな計画)が語源,
1177,sculpture,彫刻(作品),sculpere(彫る・削る) + ture → 削り出して作った芸術品,sculptor(彫刻家)
1178,tablet,タブレット(型情報端末)；錠剤；平板,tabula(板) + et(小さい) → 小さな平らな板・薬の粒,
1179,dense,密集した，密度の高い；(霧などが)濃い,densus(込み合った)が語源,density(密度) / densely(密集して)
1180,exotic,外来の；異国風の,exo(外の) + tic → 外国から来た珍しい,
1181,acid,酸性の；酸っぱい；辛辣な,acere(酸っぱい) + id → 酸味のある・刺激の強い,acidity(酸度)
1182,bitter,苦い，つらい；辛辣な；怒りっぽい,bitan(噛む) → 噛んだ時の嫌な刺激・苦しみ,bitterly(苦々しく) / bitterness(苦しみ)
1183,sensible,賢明な；実用的な；顕著な,sensus(感覚・理性) + ible → 理性にかなった賢い,sensibly(賢明に)
1184,noble,高貴な；堂々とした；高潔な,noscere(知る) → 広く知られた名門の・気高い,nobility(高貴さ) / nobly(気高く)
1185,vague,漠然とした，あいまいな；おぼろげな,vagus(彷徨う・定まらない) → 焦点が定まらない,vaguely(漠然と)
1186,parallel,(～と)平行［並行］の(to)；類似した,para(横に) + allelon(互いに) → 横に並んで伸びる,parallelism(平行・類似)
1187,tense,張り詰めた，緊張した,tendere(伸ばす・張る) → ピンと張り詰めている,tension(緊張)
1188,vertical,垂直の；縦方向の,vertex(頂点) + al → 頂点に向かうまっすぐな方向,vertically(垂直に)
1189,indigenous,原産の，先住の；(その土地に)固有の,indu(内部の) + gignere(生む) → その土地で生まれ育った,
1190,aboriginal,〔通例A～〕アボリジニの；原生の，先住の,ab(最初から) + origo(起源) → 最初期からその地に住む,Aborigine(オーストラリア先住民)
1191,seasonal,季節の，季節的な,season(季節) + al,seasonally(季節的に)
1192,abundant,豊富な；(～に)富む(in),ab(溢れ出る) + undare(波打つ) → 波打つほど十分に溢れている,abundance(豊富さ) / abundantly(豊富に)
1193,hybrid,ハイブリッドの；雑種の；混成の,hybrida(異種の掛け合わせ)が語源,
1194,irrelevant,(～にとって)無関係の(to)；見当違いの,in(不) + relevant(関連のある),irrelevance(無関係)
1195,ridiculous,ばかげた；法外な,ridere(笑う) + culous → あざ笑うほどおかしい,ridiculously(ばかばかしいほど) / ridicule(あざ笑う)
1196,fairy,妖精の(ような),fae(運命・魔法) + ry,fairytale(おとぎ話)
1197,sensory,感覚の,sensus(感覚) + ory → 感覚器官に関する,sense(感覚)
1198,chronic,慢性の；長引く；常習の,khronos(時間) + ic → 長い時間にわたって続く,chronically(慢性的に)
1199,voluntary,自発的な；無償の,voluntas(意志) + ary → 自らの意志で行う,voluntarily(自発的に) / volunteer(ボランティア)
1200,inclined,傾向がある；傾いた,in(〜へ) + clinare(傾く) + ed → 心や体が傾いている,inclination(傾向・意向)
1201,infer,を推論する，推測する,in(の中に) + ferre(運ぶ) → 証拠の中から結論を導き出す,inference(推論・推定)
1202,esteem,を尊敬する；を見なす,aestimare(評価する・価値をつける) → 高く評価する,self-esteem(自尊心)
1203,tackle,に取り組む；と(～のことで)話をつける(about / on),tackle(用具・綱) → 相手を押さえ込む・問題に立ち向かう,
1204,venture,危険を冒して進む；を思い切ってする,adventure(冒険)の短縮形 → 危険を承知で進む,venture capital(ベンチャーキャピタル)
1205,accelerate,を加速させる，促進する；加速する,ad(〜へ) + celer(速い) + ate → スピードを速める,acceleration(加速) / accelerator(アクセル)
1206,accustom,(人)を慣れさせる,ad(〜へ) + custom(習慣) → 習慣になじませる,accustomed(慣れた)
1207,amuse,をおもしろがらせる，楽しませる,a(向かって) + muse(じっと考える) → 心を奪って楽しませる,amusement(娯楽・楽しさ) / amusing(面白い)
1208,flourish,繁栄する；繁茂する；を振りかざす,flos(花) → 花が開くように大いに栄える,
1209,thrive,繁栄する，うまくいく；繁茂する,thriva(つかむ・育つ) → しっかり根を張って成長する,thriving(繁栄している)
1210,nurture,をはぐくむ；を養成する,nutrire(育てる・養う) → 大切に育てる,
